Accession,Source Database,Name,Tax ID,Tax Name,Length
Q68EF0,reviewed,Rab-3A-interacting protein,10090,Mus musculus,428
Q68EF4,reviewed,Metabotropic glutamate receptor 4,10090,Mus musculus,912
Q68EF6,reviewed,Brain-enriched guanylate kinase-associated protein,10090,Mus musculus,600
Q68EF8,reviewed,Rap guanine nucleotide exchange factor-like 1,10090,Mus musculus,662
Q68FD5,reviewed,Clathrin heavy chain 1,10090,Mus musculus,1675
Q68FD7,reviewed,Folliculin-interacting protein 1,10090,Mus musculus,1165
Q68FD9,reviewed,UPF0606 protein KIAA1549,10090,Mus musculus,1940
Q68FE2,reviewed,Autophagy-related protein 9A,10090,Mus musculus,839
Q68FE6,reviewed,Rho family-interacting cell polarization regulator 1,10090,Mus musculus,1223
Q68FE7,reviewed,Transmembrane protein 151B,10090,Mus musculus,561
Q68FE8,reviewed,Zinc finger protein 280D,10090,Mus musculus,974
Q68FE9,reviewed,Teashirt homolog 2,10090,Mus musculus,1030
Q68FF0,reviewed,SANT and BTB domain regulator of class switch recombination,10090,Mus musculus,718
Q68FF6,reviewed,ARF GTPase-activating protein GIT1,10090,Mus musculus,770
Q68FF7,reviewed,SLAIN motif-containing protein 1,10090,Mus musculus,579
Q68FF9,reviewed,3-oxo-5-alpha-steroid 4-dehydrogenase 1,10090,Mus musculus,255
Q68FG0,reviewed,Zinc finger C4H2 domain-containing protein,10090,Mus musculus,224
Q68FG3,reviewed,Protein SPT2 homolog,10090,Mus musculus,682
Q68FH0,reviewed,Plakophilin-4,10090,Mus musculus,1190
Q68FH4,reviewed,N-acetylgalactosamine kinase,10090,Mus musculus,458
Q68FL4,reviewed,Putative adenosylhomocysteinase 3,10090,Mus musculus,613
Q68FL6,reviewed,"Methionine--tRNA ligase, cytoplasmic",10090,Mus musculus,902
Q68FM6,reviewed,Protein phosphatase 1 regulatory subunit 29,10090,Mus musculus,823
Q68G58,reviewed,DNA-(apurinic or apyrimidinic site) endonuclease 2,10090,Mus musculus,516
Q68SA9,reviewed,A disintegrin and metalloproteinase with thrombospondin motifs 7,10090,Mus musculus,1657
Q68SN8,reviewed,Fc receptor-like protein 5,10090,Mus musculus,596
Q692V3,reviewed,Tetratricopeptide repeat protein 41,10090,Mus musculus,1318
Q69AB2,reviewed,Thioredoxin domain-containing protein 8,10090,Mus musculus,127
Q69Z23,reviewed,Dynein axonemal heavy chain 17,10090,Mus musculus,4481
Q69Z26,reviewed,Contactin-4,10090,Mus musculus,1026
Q69Z28,reviewed,A disintegrin and metalloproteinase with thrombospondin motifs 16,10090,Mus musculus,1222
Q69Z36,reviewed,RNA-binding protein MEX3B,10090,Mus musculus,601
Q69Z37,reviewed,Sterile alpha motif domain-containing protein 9-like,10090,Mus musculus,1561
Q69Z38,reviewed,Inactive tyrosine-protein kinase PEAK1,10090,Mus musculus,1735
Q69Z61,reviewed,PWWP domain-containing protein 2A,10090,Mus musculus,730
Q69Z66,reviewed,Deubiquitinase MYSM1,10090,Mus musculus,819
Q69Z69,reviewed,N-acetyltransferase ESCO1,10090,Mus musculus,843
Q69Z89,reviewed,Ras-associating and dilute domain-containing protein,10090,Mus musculus,1099
Q69Z98,reviewed,Serine/threonine-protein kinase BRSK2,10090,Mus musculus,735
Q69Z99,reviewed,Zinc finger protein 512,10090,Mus musculus,562
Q69ZA1,reviewed,Cyclin-dependent kinase 13,10090,Mus musculus,1511
Q69ZB0,reviewed,Leucine-rich repeat and coiled-coil domain-containing protein 1,10090,Mus musculus,1026
Q69ZB3,reviewed,Testis-specific Y-encoded-like protein 5,10090,Mus musculus,406
Q69ZB8,reviewed,Zinc finger CCHC domain-containing protein 2,10090,Mus musculus,1166
Q69ZC8,reviewed,GPALPP motifs-containing protein 1,10090,Mus musculus,346
Q69ZF3,reviewed,Non-lysosomal glucosylceramidase,10090,Mus musculus,918
Q69ZF7,reviewed,Metal transporter CNNM4,10090,Mus musculus,771
Q69ZF8,reviewed,E3 ubiquitin-protein ligase MSL2,10090,Mus musculus,577
Q69ZH9,reviewed,Rho GTPase-activating protein 23,10090,Mus musculus,1483
Q69ZI1,reviewed,E3 ubiquitin-protein ligase SH3RF1,10090,Mus musculus,892
Q69ZJ7,reviewed,Guanine nucleotide exchange factor subunit RIC1,10090,Mus musculus,1422
Q69ZK0,reviewed,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",10090,Mus musculus,1650
Q69ZK5,reviewed,Kelch-like protein 14,10090,Mus musculus,630
Q69ZK6,reviewed,Probable JmjC domain-containing histone demethylation protein 2C,10090,Mus musculus,2350
Q69ZK7,reviewed,Atos homolog protein A,10090,Mus musculus,1075
Q69ZK9,reviewed,Neuroligin-2,10090,Mus musculus,836
Q69ZL1,reviewed,"FYVE, RhoGEF and PH domain-containing protein 6",10090,Mus musculus,1399
Q69ZM6,reviewed,Serine/threonine-protein kinase 36,10090,Mus musculus,1316
Q69ZN6,reviewed,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,10090,Mus musculus,1235
Q69ZN7,reviewed,Myoferlin,10090,Mus musculus,2048
Q69ZP3,reviewed,Probable hydrolase PNKD,10090,Mus musculus,385
Q69ZQ1,reviewed,Myogenesis-regulating glycosidase,10090,Mus musculus,716
Q69ZQ2,reviewed,Pre-mRNA-splicing factor ISY1 homolog,10090,Mus musculus,285
Q69ZR2,reviewed,E3 ubiquitin-protein ligase HECTD1,10090,Mus musculus,2618
Q69ZR9,reviewed,Protein TASOR,10090,Mus musculus,1610
Q69ZS0,reviewed,E3 ubiquitin-protein ligase PDZRN3,10090,Mus musculus,1063
Q69ZS6,reviewed,Synaptic vesicle glycoprotein 2C,10090,Mus musculus,727
Q69ZS7,reviewed,HBS1-like protein,10090,Mus musculus,682
Q69ZS8,reviewed,Kazrin,10090,Mus musculus,779
Q69ZT1,reviewed,Fanconi-associated nuclease 1,10090,Mus musculus,1020
Q69ZT9,reviewed,TBC1 domain family member 30,10090,Mus musculus,766
Q69ZU6,reviewed,Thrombospondin type-1 domain-containing protein 7A,10090,Mus musculus,1645
Q69ZU8,reviewed,Ankyrin repeat domain-containing protein 6,10090,Mus musculus,712
Q69ZW3,reviewed,EH domain-binding protein 1,10090,Mus musculus,1231
Q69ZX6,reviewed,ATPase MORC2A,10090,Mus musculus,1030
Q69ZX8,reviewed,Actin-binding LIM protein 3,10090,Mus musculus,682
Q69ZZ6,reviewed,Transmembrane and coiled-coil domains protein 1,10090,Mus musculus,649
Q69ZZ9,reviewed,"Microtubule-actin cross-linking factor 1, isoforms 6/7",10090,Mus musculus,3305
Q6A000,reviewed,Protein moonraker,10090,Mus musculus,959
Q6A009,reviewed,E3 ubiquitin-protein ligase listerin,10090,Mus musculus,1767
Q6A025,reviewed,Protein phosphatase 1 regulatory subunit 26,10090,Mus musculus,1163
Q6A026,reviewed,Sister chromatid cohesion protein PDS5 homolog A,10090,Mus musculus,1332
Q6A028,reviewed,Switch-associated protein 70,10090,Mus musculus,585
Q6A037,reviewed,NEDD4-binding protein 1,10090,Mus musculus,893
Q6A039,reviewed,TBC1 domain family member 12,10090,Mus musculus,696
Q6A044,reviewed,Protein ENTREP2,10090,Mus musculus,515
Q6A051,reviewed,Attractin-like protein 1,10090,Mus musculus,1378
Q6A058,reviewed,Armadillo repeat-containing X-linked protein 2,10090,Mus musculus,784
Q6A065,reviewed,Centrosomal protein of 170 kDa,10090,Mus musculus,1588
Q6A068,reviewed,Cell division cycle 5-like protein,10090,Mus musculus,802
Q6A070,reviewed,TOG array regulator of axonemal microtubules protein 1,10090,Mus musculus,1776
Q6A078,reviewed,Centrosomal protein of 290 kDa,10090,Mus musculus,2472
Q6A085,reviewed,Zinc finger protein 629,10090,Mus musculus,867
Q6A098,reviewed,Selenocysteine insertion sequence-binding protein 2-like,10090,Mus musculus,1086
Q6A0A2,reviewed,La-related protein 4B,10090,Mus musculus,741
Q6A0A9,reviewed,Constitutive coactivator of PPAR-gamma-like protein 1,10090,Mus musculus,1112
Q6A0D4,reviewed,Raftlin,10090,Mus musculus,554
Q6A152,reviewed,Cytochrome P450 4X1,10090,Mus musculus,507
Q6A4J8,reviewed,Ubiquitin carboxyl-terminal hydrolase 7,10090,Mus musculus,1103
Q6A4L0,reviewed,Solute carrier family 22 member 13,10090,Mus musculus,551
Q6AW46,reviewed,Carboxylesterase 5A,10090,Mus musculus,575
Q6AW69,reviewed,Cingulin-like protein 1,10090,Mus musculus,1297
Q6AXC6,reviewed,ATP-dependent DNA helicase DDX11,10090,Mus musculus,906
Q6AXF6,reviewed,SID1 transmembrane family member 1,10090,Mus musculus,827
Q6AZB0,reviewed,Brother of CDO,10090,Mus musculus,1110
Q6B8I0,reviewed,Dual specificity protein phosphatase 13A,10090,Mus musculus,188
Q6B966,reviewed,"NACHT, LRR and PYD domains-containing protein 14",10090,Mus musculus,993
Q6B9Z0,reviewed,Insulin growth factor-like family member,10090,Mus musculus,140
Q6BCL1,reviewed,PML-RARA-regulated adapter molecule 1,10090,Mus musculus,675
Q6DFV1,reviewed,Condensin-2 complex subunit G2,10090,Mus musculus,1138
Q6DFV3,reviewed,Rho GTPase-activating protein 21,10090,Mus musculus,1945
Q6DFV5,reviewed,Probable helicase with zinc finger domain,10090,Mus musculus,1964
Q6DFV6,reviewed,Fibronectin type III domain containing protein 3C1,10090,Mus musculus,1356
Q6DFV7,reviewed,Nuclear receptor coactivator 7,10090,Mus musculus,943
Q6DFV8,reviewed,von Willebrand factor D and EGF domain-containing protein,10090,Mus musculus,926
Q6DFW0,reviewed,Guanine nucleotide exchange factor C9orf72 homolog,10090,Mus musculus,481
Q6DFW4,reviewed,Nucleolar protein 58,10090,Mus musculus,536
Q6DFW5,reviewed,Phospholipid-transporting ATPase IF,10090,Mus musculus,1175
Q6DFX2,reviewed,Anthrax toxin receptor 2,10090,Mus musculus,487
Q6DFY8,reviewed,BMP/retinoic acid-inducible neural-specific protein 2,10090,Mus musculus,783
Q6DG52,reviewed,Protein Churchill,10090,Mus musculus,112
Q6DI86,reviewed,"FAST kinase domain-containing protein 1, mitochondrial",10090,Mus musculus,829
Q6DI92,reviewed,Uncharacterized protein ZSWIM9,10090,Mus musculus,447
Q6DIA2,reviewed,Exocyst complex component 3-like protein 4,10090,Mus musculus,721
Q6DIA7,reviewed,Break repair meiotic recombinase recruitment factor 1,10090,Mus musculus,600
Q6DIA9,reviewed,F-box only protein 27,10090,Mus musculus,280
Q6DIB4,reviewed,Nucleolar protein 4-like,10090,Mus musculus,494
Q6DIB5,reviewed,Multiple epidermal growth factor-like domains protein 10,10090,Mus musculus,1147
Q6DIC0,reviewed,Probable global transcription activator SNF2L2,10090,Mus musculus,1577
Q6DID3,reviewed,SR-related and CTD-associated factor 8,10090,Mus musculus,1268
Q6DID5,reviewed,PWWP domain-containing DNA repair factor 3A,10090,Mus musculus,682
Q6DID7,reviewed,Protein wntless homolog,10090,Mus musculus,541
Q6DR98,reviewed,"Pro-neuregulin-1, membrane-bound isoform",10090,Mus musculus,645
Q6DTY7,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",10090,Mus musculus,469
Q6DVA0,reviewed,LEM domain-containing protein 2,10090,Mus musculus,511
Q6DYE8,reviewed,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,10090,Mus musculus,874
Q6E1M8,reviewed,Acyl-CoA wax alcohol acyltransferase 2,10090,Mus musculus,333
Q6EAL8,reviewed,Interleukin-31,10090,Mus musculus,163
Q6EBV9,reviewed,Autophagy-related protein 9B,10090,Mus musculus,922
Q6EDY6,reviewed,F-actin-uncapping protein LRRC16A,10090,Mus musculus,1374
Q6EJB6,reviewed,U3 small nucleolar RNA-associated protein 14 homolog B,10090,Mus musculus,756
Q6F3F9,reviewed,Adhesion G-protein coupled receptor G6,10090,Mus musculus,1165
Q6F5E0,reviewed,Transmembrane protein 158,10090,Mus musculus,286
Q6GQR8,reviewed,Zinc finger protein 329,10090,Mus musculus,522
Q6GQS1,reviewed,Mitochondrial adenyl nucleotide antiporter SLC25A23,10090,Mus musculus,467
Q6GQT0,reviewed,Dual specificity protein phosphatase CDC14A,10090,Mus musculus,603
Q6GQT1,reviewed,Alpha-2-macroglobulin-P,10090,Mus musculus,1474
Q6GQT5,reviewed,Transmembrane protein 151A,10090,Mus musculus,468
Q6GQT6,reviewed,Sterol regulatory element-binding protein cleavage-activating protein,10090,Mus musculus,1276
Q6GQT9,reviewed,BOS complex subunit NOMO1,10090,Mus musculus,1214
Q6GQU0,reviewed,UPF0524 protein C3orf70 homolog,10090,Mus musculus,248
Q6GQU2,reviewed,Kelch-like protein 23,10090,Mus musculus,558
Q6GQU6,reviewed,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,10090,Mus musculus,589
Q6GQV0,reviewed,Tubulin epsilon and delta complex protein 2,10090,Mus musculus,436
Q6GQV1,reviewed,INSYN2B protein,10090,Mus musculus,535
Q6GQW0,reviewed,Ankyrin repeat and BTB/POZ domain-containing protein 3,10090,Mus musculus,1109
Q6GQX2,reviewed,Nck-associated protein 5-like,10090,Mus musculus,1323
Q6GQX6,reviewed,Ankyrin repeat and SAM domain-containing protein 6,10090,Mus musculus,883
Q6GSS7,reviewed,Histone H2A type 2-A,10090,Mus musculus,130
Q6GU68,reviewed,Immunoglobulin superfamily containing leucine-rich repeat protein,10090,Mus musculus,428
Q6GUQ1,reviewed,Epidermal growth factor-like protein 8,10090,Mus musculus,293
Q6GV12,reviewed,3-ketodihydrosphingosine reductase,10090,Mus musculus,332
Q6GYP7,reviewed,Ral GTPase-activating protein subunit alpha-1,10090,Mus musculus,2035
Q6H1V1,reviewed,Bestrophin-3,10090,Mus musculus,669
Q6HA09,reviewed,Astacin-like metalloendopeptidase,10090,Mus musculus,435
Q6I6G8,reviewed,E3 ubiquitin-protein ligase HECW2,10090,Mus musculus,1578
Q6IE21,reviewed,OTU domain-containing protein 6A,10090,Mus musculus,290
Q6IE26,reviewed,Epoxide hydrolase 4,10090,Mus musculus,359
Q6IE32,reviewed,Serine protease inhibitor Kazal-type 7,10090,Mus musculus,85
Q6IE82,reviewed,Protein Jade-3,10090,Mus musculus,823
Q6IEE6,reviewed,Transmembrane protein 132E,10090,Mus musculus,1074
Q6IFT4,reviewed,Rho GTPase-activating protein 20,10090,Mus musculus,1182
Q6IFX2,reviewed,"Keratin, type I cytoskeletal 42",10090,Mus musculus,452
Q6IFX3,reviewed,"Keratin, type I cytoskeletal 40",10090,Mus musculus,439
Q6IFX4,reviewed,"Keratin, type I cytoskeletal 39",10090,Mus musculus,482
Q6IFZ6,reviewed,"Keratin, type II cytoskeletal 1b",10090,Mus musculus,572
Q6IFZ9,reviewed,"Keratin, type II cytoskeletal 74",10090,Mus musculus,495
Q6IMB1,reviewed,Ras-like protein family member 11A,10090,Mus musculus,242
Q6IME9,reviewed,"Keratin, type II cytoskeletal 72",10090,Mus musculus,520
Q6IMF0,reviewed,"Keratin, type II cuticular 87",10090,Mus musculus,495
Q6IMH0,reviewed,Sperm microtubule inner protein 8,10090,Mus musculus,216
Q6IMP4,reviewed,Pannexin-2,10090,Mus musculus,677
Q6IQX7,reviewed,Chondroitin sulfate synthase 2,10090,Mus musculus,774
Q6IQX8,reviewed,Zinc finger protein 219,10090,Mus musculus,726
Q6IQY5,reviewed,Centrosomal protein of 70 kDa,10090,Mus musculus,616
Q6IR34,reviewed,G-protein-signaling modulator 1,10090,Mus musculus,673
Q6IR37,reviewed,Probable palmitoyltransferase ZDHHC24,10090,Mus musculus,284
Q6IR41,reviewed,Complement C1q tumor necrosis factor-related protein 6,10090,Mus musculus,264
Q6IR42,reviewed,Zinc finger CW-type PWWP domain protein 1,10090,Mus musculus,630
Q6IRT3,reviewed,PCNA-interacting partner,10090,Mus musculus,573
Q6IRU2,reviewed,Tropomyosin alpha-4 chain,10090,Mus musculus,248
Q6IRU5,reviewed,Clathrin light chain B,10090,Mus musculus,229
Q6IRU7,reviewed,Centrosomal protein of 78 kDa,10090,Mus musculus,790
Q6IS41,reviewed,Solute carrier family 25 member 47,10090,Mus musculus,310
Q6IUP1,reviewed,Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1,10090,Mus musculus,357
Q6IYF8,reviewed,2-oxoglutarate receptor 1,10090,Mus musculus,337
Q6J1H4,reviewed,Undifferentiated embryonic cell transcription factor 1,10090,Mus musculus,339
Q6J756,reviewed,Calpain-11,10090,Mus musculus,714
Q6J9G1,reviewed,Tyrosine-protein kinase STYK1,10090,Mus musculus,429
Q6JPI3,reviewed,Mediator of RNA polymerase II transcription subunit 13-like,10090,Mus musculus,2207
Q6JVL5,reviewed,Epididymal-specific lipocalin-12,10090,Mus musculus,193
Q6K1E7,reviewed,Gametogenetin-binding protein 1,10090,Mus musculus,370
Q6KAQ7,reviewed,ZZ-type zinc finger-containing protein 3,10090,Mus musculus,910
Q6KAR6,reviewed,Exocyst complex component 3,10090,Mus musculus,755
Q6KAS7,reviewed,Zinc finger protein 521,10090,Mus musculus,1311
Q6KAU4,reviewed,Multivesicular body subunit 12B,10090,Mus musculus,317
Q6KAU7,reviewed,Pleckstrin homology domain-containing family G member 2,10090,Mus musculus,1340
Q6KAU8,reviewed,Protein Atg16l2,10090,Mus musculus,623
Q6KCD5,reviewed,Nipped-B-like protein,10090,Mus musculus,2798
Q6L8S8,reviewed,"Beta-1,4-N-acetylgalactosaminyltransferase 3",10090,Mus musculus,986
Q6NS45,reviewed,Coiled-coil domain-containing protein 66,10090,Mus musculus,935
Q6NS46,reviewed,Protein RRP5 homolog,10090,Mus musculus,1862
Q6NS52,reviewed,Diacylglycerol kinase beta,10090,Mus musculus,802
Q6NS57,reviewed,Mitogen-activated protein kinase-binding protein 1,10090,Mus musculus,1503
Q6NS59,reviewed,Protein FAM135A,10090,Mus musculus,1506
Q6NS60,reviewed,F-box only protein 41,10090,Mus musculus,873
Q6NS65,reviewed,Uracil nucleotide/cysteinyl leukotriene receptor,10090,Mus musculus,339
Q6NS69,reviewed,APC membrane recruitment protein 3,10090,Mus musculus,780
Q6NS86,reviewed,Zinc finger protein 366,10090,Mus musculus,746
Q6NSQ7,reviewed,Protein LTV1 homolog,10090,Mus musculus,470
Q6NSQ9,reviewed,Glucose-6-phosphatase 3,10090,Mus musculus,346
Q6NSR3,reviewed,Uncharacterized aarF domain-containing protein kinase 2,10090,Mus musculus,617
Q6NSR8,reviewed,Probable aminopeptidase NPEPL1,10090,Mus musculus,524
Q6NSU3,reviewed,Glycosyltransferase 8 domain-containing protein 1,10090,Mus musculus,371
Q6NSV7,reviewed,Primary cilium assembly protein FAM149B1,10090,Mus musculus,578
Q6NSW3,reviewed,A-kinase anchor protein SPHKAP,10090,Mus musculus,1687
Q6NT99,reviewed,Dual specificity protein phosphatase 23,10090,Mus musculus,150
Q6NTA4,reviewed,Ras-related GTP-binding protein B,10090,Mus musculus,374
Q6NV66,reviewed,Zinc finger protein 646,10090,Mus musculus,1788
Q6NV72,reviewed,WD repeat and coiled-coil-containing protein,10090,Mus musculus,663
Q6NV83,reviewed,U2 snRNP-associated SURP motif-containing protein,10090,Mus musculus,1029
Q6NVD0,reviewed,FRAS1-related extracellular matrix protein 2,10090,Mus musculus,3160
Q6NVD9,reviewed,Phakinin,10090,Mus musculus,416
Q6NVE3,reviewed,Spindlin-2C,10090,Mus musculus,257
Q6NVE8,reviewed,WD repeat-containing protein 44,10090,Mus musculus,915
Q6NVE9,reviewed,Protein phosphatase PTC7 homolog,10090,Mus musculus,310
Q6NVF0,reviewed,Inositol polyphosphate 5-phosphatase OCRL,10090,Mus musculus,900
Q6NVF4,reviewed,DNA helicase B,10090,Mus musculus,1074
Q6NVF9,reviewed,Cleavage and polyadenylation specificity factor subunit 6,10090,Mus musculus,551
Q6NVG1,reviewed,Lysophospholipid acyltransferase LPCAT4,10090,Mus musculus,524
Q6NVG5,reviewed,Melanoregulin,10090,Mus musculus,214
Q6NVG7,reviewed,Procollagen galactosyltransferase 2,10090,Mus musculus,625
Q6NWV3,reviewed,Intraflagellar transport protein 122 homolog,10090,Mus musculus,1182
Q6NWW5,reviewed,Kinesin-like protein KIF24,10090,Mus musculus,1356
Q6NWW9,reviewed,Fibronectin type III domain-containing protein 3B,10090,Mus musculus,1207
